origin,destination,number of trips,CO2 in grams
"südharz,6536","röbel,mecklenburgische seenplatte",1,63213
"südstadt köln,50968","sandbrink,diepholz",1,54326
"tambach-dietharz,99897","feichten,upper bavaria",1,89204
"tangerhütte,39517","rerik,rostock",1,49791
"tarmstedt,27412","dorumer neufeld,cuxhaven",1,18062
"tarmstedt,28412","kappeln,schleswig-flensburg",1,45123
"teistungen,37339","wilhelmshagen,treptow-köpenick",1,69153
"telgte,48291","eslohe,arnsberg",1,22976
"tellingstedt,25782","dahme,ostholstein",1,31230
"teltow,14513","babelsberg nord,potsdam-mittelmark",1,3271
"teltow,14513","kappeln,schleswig-flensburg",1,89671
"teltow,14513","koserow,ostvorpommern",1,51013
"templin,17268","kühlungsborn ost,rostock",1,43386
"templin,17268","wolgast,ostvorpommern",1,28106
"teningen,79331","rerik,rostock",1,191352
"test,123","kius,schleswig-flensburg",1,1919238
"test,123","zempin,ostvorpommern",1,1988568
"teterow,17166","warnemünde,rostock",1,14592
"teuschnitz,96358","penzlin,mecklenburgische seenplatte",1,97361
"teutschenthal,6179","bad doberan,rostock",1,78621
"teutschenthal,6179","solkendorf,nordvorpommern",1,90364
"thale,6502","haffkrug,ostholstein",1,68615
"thalheim,9380","börgerende,rostock",1,103749
"themar,98660","finsterbergen,gotha",1,9831
"thierbach,6721","ravensberg,rostock",1,1629287
"timmendorfer strand,23669","alt travemünde - rönnau,lübeck",1,1774
"timmendorfer strand,23669","timmendorfer strand,ostholstein",1,0
"tirpersdorf,8606","liebethal,dresden government region",1,36094
"titisee-neustadt,79822","wieck a. darß,nordvorpommern",1,209110
"torgau,4860","reutenen,stuttgart",1,101169
"torgau,4860","rittersgrün,chemnitz",1,32049
"tostedt,21255","lensterstrand,ostholstein",1,34448
"treia,24896","friedrichskoog-spitze,dithmarschen",1,16783
"tremsbüttel,22967","detershagen,rostock",1,27219
"treuchtlingen,91757","stollhamm,wesermarsch",1,143451
"trier,54290","ettringen,mayen-koblenz",1,21216
"trier,54292","tübingen,tübingen",1,59244
"troisdorf,53842","malchow,müritz",1,123540
"trossin,4880","bentwisch,rostock",1,74567
"trostberg,83308","neuenburg am rhein,freiburg",1,100166
"tuttlingen,78532","wenningstedt-braderup,nordfriesland",1,206919
"tutzing,82327","überlingen,tübingen",1,42229
"twistringen,27239","brasselsberg,kassel",1,47147
"tönisvorst,47918","klingberg,ostholstein",1,110823
"tönisvorst,47918","norddeich,aurich",1,69213
"tönisvorst,47918","wilhelmshaven,wilhelmshaven",1,72079
"tübingen,72072","ferienpark himmelberg,bernkastel-wittlich",1,54778
"tübingen,72072","oberdorf,swabia",1,39145
"tülau,38474","neuschönberg,plön",1,54915
"uedem,47589","ober-waroldern,kassel",1,50836
"uelzen,29525","westerland,nordfriesland",1,69770
"uetersen,25436","spandau,spandau",1,71533
"uetersen,25436","wendtorfer strand,plön",1,24117
"uetze,31311","burhave,wesermarsch",1,46558
"ulm,89073","altefähr,rügen",1,185353
"ulm,89075","pribbenow,mecklenburgische seenplatte",1,164963
"ulrichstein,35327","innenstadt,lübeck",1,101484
"unkel,53572","burhafe,wittmund",1,89357
"unna,59423","bestwig,arnsberg",1,14001
"unna,59425","burhave,wesermarsch",1,61345
"unna,59427","prerow,nordvorpommern",1,123126
"unna,59427","waddens,wesermarsch",1,61287
"unstrut hainich ot weberstedt,99991","altefähr,rügen",1,106628
"unterschleißheim,85716","jarplund,schleswig-flensburg",1,195945
"uslar,37170","priwall peninsula,lübeck",1,71487
"vaterstetten,85591","viechtach,lower bavaria",1,36198
"vechta,49377","drochtersen,stade",1,34914
"veitsrodt,55758","titisee,freiburg",1,57135
"velbert,42549","tinnum,nordfriesland",1,108549
"vellmar,34246","rerik,rostock",1,90326
"venhaus,48480","priwall peninsula,lübeck",1,77259
"verden,27283","ostseebad,rügen",1,89411
"verden,27283","wustrow,nordvorpommern",1,69748
"verl,33415","kappeln,schleswig-flensburg",1,86730
"verl,33415","priwall peninsula,lübeck",1,74895
"versmold,33775","molbitz,rositz",1,83882
"versmold,33775","tossens,wesermarsch",1,45359
"vettweiß - disternich,52391","usedom,ostvorpommern",1,164683
"viernheim,68519","sankt peter-ording,nordfriesland",1,141016
"viersen,41749","töttelstädt,erfurt",1,84702
"vlotho,32602","kasnevitz,rügen",1,104294
"volkach,97332","volkach,lower franconia",1,39
"vollersroda,99438","stralsund,nordvorpommern",1,105153
"vs-villingen,78050","biederbach,freiburg",1,9331
"völkersen,27299","schönhagen,rendsburg-eckernförde",1,50457
"wacgenheim,67157","ostholstein,ostholstein",1,148587
"wachenroth,96193","müritz,rostock",1,135392
"wackersberg,83646","gilgenhöfe,upper bavaria",1,1708
"waffensen,27356","schönhagen,rendsburg-eckernförde",1,46733
"waghäusel,68753","königsfeld,upper franconia",1,55391
"waiblingen,71334","kappel,freiburg",1,37966
"waibstadt,74915","brigach,freiburg",1,38210
"wald-michelbach,69483","malchow,müritz",1,133348
"waldbrunn,69429","jemgum,leer",1,117233
"waldfeucht,52525","minsen,friesland",1,86216
"waldkirchen,94065","ahrweiler,ahrweiler",1,136043
"wallenhorst,49134","burhave,wesermarsch",1,37418
"wallenhorst,49134","zingst,nordvorpommern",1,103307
"wallerfangen,66798","merzalben,südwestpfalz",1,21250
"wallerstein,86757","geierswalde,dresden government region",1,103953
"walsrode,29664","cuxhaven,cuxhaven",1,33696
"waltrop,45731","dornumersiel,aurich",1,60824
"walzbachtal,75045","westerland,nordfriesland",1,175162
"wanderup,24997","kappeln,schleswig-flensburg",1,10362
"wandlitz,16348","ostseebad,rügen",1,46981
"wanzleben,39164","zingst,nordvorpommern",1,73926
"warburg,34414","heiligenhafen,ostholstein",1,92081
"wardenburg,26203","sankt peter-ording,nordfriesland",1,38390
"waren (müritz),17192","unterlohwies,lower bavaria",1,132180
"warendorf,48231","boltenhagen,nordwestmecklenburg",1,83757
"warendorf,48231","sandbrink,diepholz",1,18219
"warin,19417","hohendorf,nordvorpommern",1,37083
"warnemünde,18119","sassnitz,rügen",1,28809
"wattenbek,24582","olpenitzdorf,schleswig-flensburg",1,14567
"weddelbrook,24576","timmendorfer strand,ostholstein",1,16841
"wedemark,30900","lütjenhorn,nordfriesland",1,67772
"wedemark,30900","sankt peter-ording,nordfriesland",1,55641
"wedemark,30900","sassnitz,rügen",1,90332
"wedemark,30900","tossens,wesermarsch",1,40254
"wehlen,1829","schillig,friesland",1,135928
"weida,7570","rerik,rostock",1,99258
"weil im schönbuch,71093","börgerende,rostock",1,172548
"weimar,99423","rehbach,kassel",1,35246
"weimar,99423","thale,harz",1,23359
"weimar,99427","schwerin,ludwigslust-parchim",1,78485
"weinheim,69469","lensterstrand,ostholstein",1,143724
"weinstadt,71384","oberdorf,swabia",1,43947
"weisenheim am sand,67256","friedrichskoog-spitze,dithmarschen",1,134692
"weissenfels,6667","binz,rügen",1,99400
"weitendorf,19412","kühlungsborn,rostock",1,12751
"weißenhorn,89264","born a. darß,nordvorpommern",1,185834
"weißenhorn,89264","vorderhindelang,swabia",1,24087
"weißenthurm,56575","boltenhagen,nordwestmecklenburg",1,126124
"weißwasser,2943","solkendorf,nordvorpommern",1,93078
"welzheim,73642","buggensegel,tübingen",1,34669
"wenden,57482","zirchow,ostvorpommern",1,142833
"wennigsen,30974","wendtorfer strand,plön",1,65244
"wentorf,21465","westerland,nordfriesland",1,53951
"wentorf bei hamburg,21465","thale,harz",1,53712
"wentorf bei hh,21465","priwall peninsula,lübeck",1,17453
"werdau,8412","aschau im chiemgau,upper bavaria",1,88041
"werdau,8412","sillens,wesermarsch",1,111001
"wermelskirchen,42929","worms,worms",1,1997178
"werne,59368","graal,rostock",1,113118
"werne,59368","wissinghausen,arnsberg",1,23345
"werneuchen ot seefeld,16356","hiddensee,rügen",1,58170
"wernigerode,38855","alt travemünde - rönnau,lübeck",1,63147
"wesel,46483","tossens,wesermarsch",1,63948
"wesseling,50389","niendorf/ostsee,ostholstein",1,117303
"westerburg,38836","neuendorf,ostvorpommern",1,73668
"westerburg,56457","borod,westerwaldkreis",1,5610
"westerstede,26655","norderney,aurich",1,18901
"westoverledingen,26810","bad herrenalb,karlsruhe",1,130231
"wettenberg,35435","kühlungsborn,rostock",1,118227
"wettin-löbejün, o.t. merbitz,6193","timmendorfer strand,ostholstein",1,73492
"wettringen,48493","hohenkirchen,friesland",1,43981
"wetzlar,35583","hooksiel,friesland",1,91473
"wiefelstede,26215","hasselfelde,harz",1,67940
"wiehl,51674","roes,cochem-zell",1,21494
"wiesbaden,65191","großenbrode,ostholstein",1,136908
"wiesbaden,65191","zirchow,ostvorpommern",1,155613
"wiesbaden,65195","tegernsee,upper bavaria",1,99375
"wiesbaden,65197","merzalben,südwestpfalz",1,26553
"wiesbaden,65199","plau am see,ludwigslust-parchim",1,125196
"wiesbaden,65201","hofstetten,freiburg",1,53238
"wiesbaden,65201","wangern,nordwestmecklenburg",1,130963
"wiesbaden,65203","siedelsbrunn,darmstadt",1,18345
"wiesbaum,54578","norddeich,aurich",1,97719
"wiesensteig,73349","gschwall,upper bavaria",1,65668
"wiesentheid,97353","litzldorf,upper bavaria",1,69037
"wiesloch,69168","redewisch,nordwestmecklenburg",1,147156
"wietmarschen,49835","strotzbüsch,vulkaneifel",1,71265
"wietmarschen-lohne,49835","niederwasser,freiburg",1,129294
"wietzen,31613","kellenhusen,ostholstein",1,56408
"wildau,15745","teßmannsdorf,rostock",1,62836
"wilhelmsdorf,88271","allmannsweier,freiburg",1,35897
"wilhelmshaven,26382","au,upper bavaria",1,162178
"wilhelmshaven,26388","drochtersen,stade",1,23475
"willich,47877","norddeich,aurich",1,70960
"willich,47877","stralsund,nordvorpommern",1,148877
"wilsdruff,1723","großkoschen,oberspreewald-lausitz",1,16253
"wilsdruff,1723","hohendorf,nordvorpommern",1,88580
"wilsdruff,1723","koserow,ostvorpommern",1,89523
"windhagen,53578","horressen,westerwaldkreis",1,10335
"wingst,21789","unterwössen,upper bavaria",1,189875
"winkelhaid,90610","nordholz,cuxhaven",1,139835
"winsen,21423","neeberg,krummin",1,66544
"winsen,21423","sieber,landkreis osterode am harz",1,47612
"winsen luhe,21433","fehmarn,ostholstein",1,36759
"winsen/luhe,21423","olpenitzdorf,schleswig-flensburg",1,38990
"wismar,23966","schaprode,rügen",1,38155
"wismar,23968","hohendorf,nordvorpommern",1,40723
"wittdün,25946","jordanshöhe,goslar",1,94248
"witten,58452","büsum,dithmarschen",1,85258
"witten,58543","lensterstrand,ostholstein",1,103841
"wittenberg,6886","zingst,nordvorpommern",1,76319
"wittenberhe,19322","nenzhäuserhof,rhein-hunsrück-kreis",1,115108
"wittenförden,19073","bärndorf,lower bavaria",1,141937
"wittmund,26409","stiekelkamperfehn,leer",1,8284
"wittstock/dosse ot wulfersdorf,16909","ahrenshoop,nordvorpommern",1,33660
"wolfenbüttel,38300","büsum,dithmarschen",1,66314
"wolfenbüttel,38300","wittdün,nordfriesland",1,83011
"wolfenbüttel,38302","norddeich,aurich",1,74525
"wolfenbüttel,38302","staberdorf,ostholstein",1,67717
"wolfenbüttel,38304","eckernförde,rendsburg-eckernförde",1,69573
"wolfhagen,34466","burhave,wesermarsch",1,68241
"wolfratshausen,82515","wagensteig,freiburg",1,67259
"wolfsburg,38440","norddeich,aurich",1,73645
"wolfsburg,38442","burhave,wesermarsch",1,53841
"wolfsburg,38444","altenau,goslar",1,17892
"wolfsburg,38446","jordanshöhe,goslar",1,20634
"wolfsburg,38446","wangern,nordwestmecklenburg",1,48599
"wolfsburg,38448","wustrow,nordvorpommern",1,62821
"wolgast,17438","binz,rügen",1,10838
"wolgast,17438","woppenrieth,upper palatinate",1,169876
"wolmirstedt,39326","kühlungsborn,rostock",1,56314
"wolnzach,85283","warnemünde,rostock",1,165521
"woringen,87789","altefähr,rügen",1,197944
"worms,67547","elend,harz",1,76487
"worms,67551","bolsterlang,swabia",1,73950
"worpswede,27726","lüdingworth,cuxhaven",1,16998
"worpswede,27726","olpenitzdorf,schleswig-flensburg",1,46154
"worpswede,27726","seebad heringsdorf,ostvorpommern",1,94106
"wulkenzin,17039","warnemünde,rostock",1,26660
"wunstorf,31515","hafendorf,mecklenburgische seenplatte",1,65636
"wunstorf,31515","kappeln,schleswig-flensburg",1,66995
"wunstorf,31515","sierksdorf,ostholstein",1,54524
"wuppertal,42103","cochem,cochem-zell",1,32929
"wuppertal,42105","wallenborn,vulkaneifel",1,33841
"wuppertal,42107","schwalefeld,kassel",1,27427
"wuppertal,42109","krems ii,segeberg",1,98987
"wuppertal,42109","prüm,bitburg-prüm",1,34648
"wuppertal,42109","sandbrink,diepholz",1,42915
"wuppertal,42109","warsingsfehn,leer",1,60672
"wuppertal,42111","hooksiel,friesland",1,71141
"wuppertal,42113","neßmersiel,aurich",1,71330
"wuppertal,42115","oeventrop,arnsberg",1,19328
"wuppertal,42117","rumphorst,münster",1,23760
"wuppertal,42119","canow,mecklenburgische seenplatte",1,119741
"wuppertal,42281","cochem,cochem-zell",1,33856
"wuppertal,42283","timmel,aurich",1,62444
"wuppertal,42283","wiesbaden,darmstadt",1,40622
"wuppertal,42327","bansin,ostvorpommern",1,150932
"wuppertal,42327","gerolstein,vulkaneifel",1,31248
"wuppertal,42349","poel,nordwestmecklenburg",1,114127
"wuppertal,42349","stanggaß,upper bavaria",1,154905
"wuppertal,42349","titmaringhausen,arnsberg",1,28368
"wuppertal,42369","medebach,arnsberg",1,28003
"wuppertal - elberfeld,42111","neßmersiel,aurich",1,70679
"wuppertaö,42285","hooksiel,friesland",1,72201
"wurster-nordseeküste,27639","mönkebüll,nordfriesland",1,28399
"wustermark,14641","kölpinsee,ostvorpommern",1,48333
"wustermark,14641","triberg,freiburg",1,158557
"wusterwitz,14789","harlesiel,wittmund",1,90608
"wusterwitz,14789","hasselfelde,harz",1,34490
"wächtersbach,63607","haffkrug,ostholstein",1,115799
"wülfrath,42489","großenbrode,ostholstein",1,116733
"würzburg,97082","kappeln,schleswig-flensburg",1,145392
"würzburg,97084","stadlern,upper palatinate",1,51690
"wüstenrot,71543","ichenheim,freiburg",1,37273
"wüstenrot,71543","norderteil,cuxhaven",1,141279
"zehdenick,16792","bansin,ostvorpommern",1,31683
"zeil,97475","zachenberg,lower bavaria",1,55846
"zeitz,6712","bad suderode,harz",1,28479
"zerbst,39261","prora,rügen",1,78108
"zeuthen,15738","prora,rügen",1,62164
"ziepel,39291","sassnitz,rügen",1,76991
"zinnowitz, ostseebad,17454","obertaching,upper bavaria",1,182982
"zossen,15806","dagebüll,nordfriesland",1,111807
"zwenkau,4442","issigau,upper franconia",1,27276
"zwenkau,4442","sellin,rügen",1,97150
"zwickau,8060","nienhagen,rostock",1,102381
"zwingenberg,64673","sassnitz,rügen",1,169098
"östringen,76684","unterlohwies,lower bavaria",1,84248
"übach-palenberg,52531","dickenschied,rhein-hunsrück-kreis",1,39109
"überlingen,88662","hessenwinkel,treptow-köpenick",1,163560
